Order ID,Order Date,Customer Name,Product,Category,Region,Salesperson,Quantity,Unit Price,Total Sales,Cost Price,Profit,Payment Mode,Order Status
ORD0074,13/03/2025,Nikhil,Hoodie,Clothing,East,Karan,6,2200,13200,1400,4800,Cash,Pending
ORD0339,21/12/2025,Aman,Hoodie,Clothing,West,Sneha,6,2200,13200,1400,4800,UPI,Delivered
ORD0425,25/04/2025,Sneha,Hoodie,Clothing,South,Rohit,6,2200,13200,1400,4800,Cash,Delivered
ORD0014,28/10/2025,Dev,Jeans,Clothing,West,Karan,7,1800,12600,1100,4900,UPI,Delivered
ORD0015,09/03/2025,Sneha,Jeans,Clothing,South,Neha,7,1800,12600,1100,4900,Credit Card,Delivered
ORD0083,20/04/2025,Neha,Cooking Oil,Grocery,East,Sneha,7,1800,12600,1400,2800,Cash,Delivered
ORD0179,28/12/2025,Aditya,Jeans,Clothing,North,Anjali,7,1800,12600,1100,4900,UPI,Pending
ORD0387,26/01/2025,Saurabh,Cooking Oil,Grocery,South,Priya,7,1800,12600,1400,2800,Credit Card,Delivered
ORD0021,25/09/2025,Vihaan,Monitor,Electronics,North,Anjali,1,12000,12000,9500,2500,UPI,Cancelled
ORD0055,23/12/2025,Muskan,Rice Bag,Grocery,South,Rohit,10,1200,12000,900,3000,UPI,Delivered
ORD0141,20/11/2025,Harsh,Keyboard,Electronics,South,Sneha,8,1500,12000,1000,4000,UPI,Pending
ORD0213,12/11/2025,Muskan,Keyboard,Electronics,South,Neha,8,1500,12000,1000,4000,Credit Card,Delivered
ORD0239,31/12/2025,Yash,Keyboard,Electronics,East,Rohit,8,1500,12000,1000,4000,Cash,Delivered
ORD0271,21/03/2025,Akash,Monitor,Electronics,North,Sneha,1,12000,12000,9500,2500,UPI,Pending
ORD0303,11/10/2025,Ayush,Office Desk,Furniture,South,Sneha,1,12000,12000,9000,3000,Cash,Pending
ORD0445,15/05/2025,Pranav,Rice Bag,Grocery,West,Karan,10,1200,12000,900,3000,UPI,Delivered
ORD0466,20/10/2025,Nikita,Office Desk,Furniture,North,Sneha,1,12000,12000,9000,3000,Credit Card,Delivered
ORD0111,12/09/2025,Harsh,Shoes,Clothing,South,Neha,4,2800,11200,1800,4000,Cash,Pending
ORD0119,23/09/2025,Harsh,Shoes,Clothing,South,Arjun,4,2800,11200,1800,4000,UPI,Pending
ORD0225,20/04/2025,Rahul,Shoes,Clothing,West,Priya,4,2800,11200,1800,4000,Cash,Delivered
ORD0301,28/11/2025,Siddharth,Shoes,Clothing,South,Pooja,4,2800,11200,1800,4000,Credit Card,Delivered
ORD0031,27/02/2025,Rohan,Hoodie,Clothing,East,Arjun,5,2200,11000,1400,4000,UPI,Delivered
ORD0065,22/03/2025,Anjali,Hoodie,Clothing,West,Neha,5,2200,11000,1400,4000,Cash,Delivered
ORD0477,14/07/2025,Riya,Hoodie,Clothing,East,Arjun,5,2200,11000,1400,4000,Credit Card,Pending
ORD0022,10/06/2025,Priya,Jeans,Clothing,North,Amit,6,1800,10800,1100,4200,Credit Card,Pending
ORD0046,28/01/2025,Dev,Rice Bag,Grocery,East,Arjun,9,1200,10800,900,2700,Cash,Pending
ORD0053,22/05/2025,Reyansh,Cooking Oil,Grocery,East,Karan,6,1800,10800,1400,2400,Credit Card,Delivered
ORD0307,30/12/2025,Meera,Rice Bag,Grocery,South,Pooja,9,1200,10800,900,2700,UPI,Cancelled
ORD0343,17/04/2025,Isha,Cooking Oil,Grocery,East,Sneha,6,1800,10800,1400,2400,Cash,Delivered
ORD0351,31/10/2025,Aditi,Rice Bag,Grocery,East,Priya,9,1200,10800,900,2700,UPI,Delivered
ORD0446,08/12/2025,Meera,Rice Bag,Grocery,North,Pooja,9,1200,10800,900,2700,UPI,Delivered
ORD0457,03/02/2025,Rahul,Jeans,Clothing,West,Neha,6,1800,10800,1100,4200,UPI,Delivered
ORD0174,10/06/2025,Avni,Keyboard,Electronics,South,Sneha,7,1500,10500,1000,3500,Cash,Delivered
ORD0200,01/04/2025,Ayush,Jacket,Clothing,South,Arjun,3,3500,10500,2400,3300,UPI,Cancelled
ORD0289,17/03/2025,Ananya,Jacket,Clothing,East,Pooja,3,3500,10500,2400,3300,Credit Card,Delivered
ORD0375,22/07/2025,Tanya,Keyboard,Electronics,East,Rohit,7,1500,10500,1000,3500,Credit Card,Delivered
ORD0145,06/09/2025,Harsh,Rice Bag,Grocery,North,Sneha,8,1200,9600,900,2400,Cash,Pending
ORD0384,16/07/2025,Riya,Rice Bag,Grocery,South,Amit,8,1200,9600,900,2400,Credit Card,Delivered
ORD0028,16/08/2025,Mohit,Printer,Electronics,South,Sneha,1,9000,9000,7000,2000,UPI,Cancelled
ORD0058,23/11/2025,Neha,Cooking Oil,Grocery,West,Rahul,5,1800,9000,1400,2000,Cash,Delivered
ORD0087,02/09/2025,Saurabh,Printer,Electronics,North,Amit,1,9000,9000,7000,2000,Cash,Delivered
ORD0101,23/03/2025,Neha,Cooking Oil,Grocery,South,Sneha,5,1800,9000,1400,2000,Credit Card,Delivered
ORD0109,17/10/2025,Reyansh,Jeans,Clothing,North,Karan,5,1800,9000,1100,3500,Cash,Delivered
ORD0124,01/02/2025,Karan,Jeans,Clothing,West,Priya,5,1800,9000,1100,3500,Cash,Cancelled
ORD0149,13/09/2025,Dev,Printer,Electronics,South,Rahul,1,9000,9000,7000,2000,UPI,Pending
ORD0229,21/05/2025,Akash,Jeans,Clothing,East,Karan,5,1800,9000,1100,3500,UPI,Cancelled
ORD0327,14/04/2025,Neha,Cooking Oil,Grocery,South,Arjun,5,1800,9000,1400,2000,Cash,Pending
ORD0329,28/12/2025,Meera,Printer,Electronics,South,Priya,1,9000,9000,7000,2000,Cash,Delivered
ORD0352,19/01/2025,Rohit,Jeans,Clothing,South,Priya,5,1800,9000,1100,3500,UPI,Delivered
ORD0362,20/08/2025,Rohit,Keyboard,Electronics,North,Anjali,6,1500,9000,1000,3000,UPI,Delivered
ORD0363,04/08/2025,Ananya,Cooking Oil,Grocery,North,Arjun,5,1800,9000,1400,2000,Cash,Delivered
ORD0414,17/01/2025,Kavya,Jeans,Clothing,South,Neha,5,1800,9000,1100,3500,UPI,Delivered
ORD0462,13/07/2025,Harsh,Printer,Electronics,East,Sneha,1,9000,9000,7000,2000,Cash,Pending
ORD0464,11/06/2025,Nikita,Printer,Electronics,North,Karan,1,9000,9000,7000,2000,Cash,Pending
ORD0492,13/12/2025,Kavya,Jeans,Clothing,North,Rohit,5,1800,9000,1100,3500,UPI,Delivered
ORD0056,22/10/2025,Mohit,Hoodie,Clothing,South,Anjali,4,2200,8800,1400,3200,Cash,Delivered
ORD0169,29/10/2025,Harsh,Hoodie,Clothing,North,Priya,4,2200,8800,1400,3200,Cash,Delivered
ORD0173,19/12/2025,Neha,Hoodie,Clothing,South,Sneha,4,2200,8800,1400,3200,Cash,Delivered
ORD0088,05/06/2025,Ritika,Rice Bag,Grocery,West,Anjali,7,1200,8400,900,2100,UPI,Pending
ORD0114,20/08/2025,Sanjana,Rice Bag,Grocery,West,Anjali,7,1200,8400,900,2100,Cash,Delivered
ORD0214,19/11/2025,Neha,Rice Bag,Grocery,West,Pooja,7,1200,8400,900,2100,Credit Card,Delivered
ORD0274,01/08/2025,Sanjana,Rice Bag,Grocery,West,Rahul,7,1200,8400,900,2100,Cash,Delivered
ORD0378,19/12/2025,Avni,Rice Bag,Grocery,West,Sneha,7,1200,8400,900,2100,Credit Card,Pending
ORD0448,13/01/2025,Pranav,Shoes,Clothing,North,Priya,3,2800,8400,1800,3000,UPI,Delivered
ORD0328,30/05/2025,Khushi,T-Shirt,Clothing,West,Amit,9,900,8100,500,3600,Cash,Cancelled
ORD0017,11/10/2025,Simran,Wheat Flour,Grocery,West,Pooja,10,800,8000,600,2000,UPI,Delivered
ORD0033,18/11/2025,Aisha,Wheat Flour,Grocery,West,Anjali,10,800,8000,600,2000,Cash,Delivered
ORD0099,02/11/2025,Aarav,Office chair,Furniture,North,Karan,1,8000,8000,6000,2000,Credit Card,Delivered
ORD0103,06/10/2025,Aarav,Wheat Flour,Grocery,West,Priya,10,800,8000,600,2000,Credit Card,Delivered
ORD0272,19/09/2025,Shruti,Wheat Flour,Grocery,West,Rahul,10,800,8000,600,2000,Cash,Cancelled
ORD0349,05/05/2025,Neha,Wheat Flour,Grocery,East,Priya,10,800,8000,600,2000,UPI,Pending
ORD0364,19/05/2025,Naina,Office chair,Furniture,North,Karan,1,8000,8000,6000,2000,Cash,Cancelled
ORD0481,06/04/2025,Naina,Office chair,Furniture,East,Karan,1,8000,8000,6000,2000,UPI,Delivered
ORD0035,10/09/2025,Siddharth,Keyboard,Electronics,East,Karan,5,1500,7500,1000,2500,UPI,Delivered
ORD0104,09/01/2025,Rohan,Keyboard,Electronics,East,Priya,5,1500,7500,1000,2500,Cash,Pending
ORD0196,27/02/2025,Neha,Keyboard,Electronics,East,Rahul,5,1500,7500,1000,2500,Credit Card,Delivered
ORD0249,13/11/2025,Mohit,Keyboard,Electronics,East,Priya,5,1500,7500,1000,2500,Credit Card,Cancelled
ORD0265,24/10/2025,Vivaan,Keyboard,Electronics,East,Anjali,5,1500,7500,1000,2500,Credit Card,Pending
ORD0490,25/08/2025,Tanya,Keyboard,Electronics,East,Amit,5,1500,7500,1000,2500,Credit Card,Pending
ORD0012,22/10/2025,Saurabh,Rice Bag,Grocery,West,Pooja,6,1200,7200,900,1800,Credit Card,Delivered
ORD0180,14/05/2025,Anjali,Cooking Oil,Grocery,South,Pooja,4,1800,7200,1400,1600,Cash,Delivered
ORD0230,25/04/2025,Ananya,T-Shirt,Clothing,East,Karan,8,900,7200,500,3200,Cash,Pending
ORD0318,17/04/2025,Karan,Jeans,Clothing,North,Arjun,4,1800,7200,1100,2800,Cash,Pending
ORD0344,23/11/2025,Ritika,Rice Bag,Grocery,East,Karan,6,1200,7200,900,1800,Credit Card,Delivered
ORD0050,22/11/2025,Vivaan,Mouse,Electronics,South,Karan,10,700,7000,450,2500,Cash,Pending
ORD0123,04/01/2025,Riya,Mouse,Electronics,North,Rohit,10,700,7000,450,2500,Cash,Pending
ORD0137,09/09/2025,Pranav,Book Shelf,Furniture,South,Sneha,1,7000,7000,5200,1800,Cash,Cancelled
ORD0178,08/03/2025,Dev,Book Shelf,Furniture,West,Sneha,1,7000,7000,5200,1800,UPI,Delivered
ORD0283,19/03/2025,Neha,Mouse,Electronics,North,Sneha,10,700,7000,450,2500,UPI,Delivered
ORD0322,15/04/2025,Khushi,Book Shelf,Furniture,East,Amit,1,7000,7000,5200,1800,UPI,Delivered
ORD0338,06/01/2025,Ritika,Book Shelf,Furniture,South,Rahul,1,7000,7000,5200,1800,Cash,Cancelled
ORD0423,07/01/2025,Aryan,Mouse,Electronics,West,Amit,10,700,7000,450,2500,Cash,Pending
ORD0447,25/07/2025,Rahul,Jacket,Clothing,South,Pooja,2,3500,7000,2400,2200,Cash,Delivered
ORD0463,05/04/2025,Arjun,Book Shelf,Furniture,East,Pooja,1,7000,7000,5200,1800,Cash,Delivered
ORD0192,22/06/2025,Naina,Hoodie,Clothing,East,Anjali,3,2200,6600,1400,2400,UPI,Delivered
ORD0407,07/11/2025,Vihaan,Hoodie,Clothing,West,Anjali,3,2200,6600,1400,2400,Cash,Delivered
ORD0424,08/01/2025,Khushi,Hoodie,Clothing,South,Karan,3,2200,6600,1400,2400,Credit Card,Delivered
ORD0069,31/07/2025,Mohit,Wheat Flour,Grocery,East,Neha,8,800,6400,600,1600,Cash,Pending
ORD0001,25/08/2025,Aisha,T-Shirt,Clothing,East,Sneha,7,900,6300,500,2800,Credit Card,Delivered
ORD0191,19/02/2025,Pooja,Mouse,Electronics,East,Amit,9,700,6300,450,2250,UPI,Delivered
ORD0220,11/05/2025,Arjun,T-Shirt,Clothing,North,Neha,7,900,6300,500,2800,Credit Card,Delivered
ORD0267,23/05/2025,Mohit,Mouse,Electronics,South,Pooja,9,700,6300,450,2250,Cash,Delivered
ORD0293,30/11/2025,Dev,T-Shirt,Clothing,South,Amit,7,900,6300,500,2800,Credit Card,Cancelled
ORD0310,13/07/2025,Karan,Mouse,Electronics,South,Arjun,9,700,6300,450,2250,Cash,Delivered
ORD0340,26/10/2025,Khushi,Mouse,Electronics,South,Arjun,9,700,6300,450,2250,Cash,Delivered
ORD0411,19/03/2025,Akash,T-Shirt,Clothing,East,Anjali,7,900,6300,500,2800,Cash,Delivered
ORD0036,08/10/2025,Krish,Sugar,Grocery,North,Sneha,10,600,6000,420,1800,Credit Card,Delivered
ORD0132,19/12/2025,Neha,Sugar,Grocery,East,Rohit,10,600,6000,420,1800,Credit Card,Delivered
ORD0356,21/12/2025,Priya,Rice Bag,Grocery,South,Priya,5,1200,6000,900,1500,Credit Card,Delivered
ORD0472,12/02/2025,Ritika,Keyboard,Electronics,North,Rohit,4,1500,6000,1000,2000,Cash,Pending
ORD0155,27/06/2025,Yash,Mouse,Electronics,North,Pooja,8,700,5600,450,2000,Credit Card,Delivered
ORD0185,28/09/2025,Nikhil,Wheat Flour,Grocery,South,Amit,7,800,5600,600,1400,UPI,Delivered
ORD0257,22/07/2025,Diya,Shoes,Clothing,East,Neha,2,2800,5600,1800,2000,Credit Card,Delivered
ORD0316,30/04/2025,Manav,Mouse,Electronics,West,Arjun,8,700,5600,450,2000,Cash,Delivered
ORD0319,23/05/2025,Pooja,Wheat Flour,Grocery,East,Sneha,7,800,5600,600,1400,UPI,Delivered
ORD0388,08/11/2025,Kavya,Shoes,Clothing,West,Rohit,2,2800,5600,1800,2000,Credit Card,Delivered
ORD0480,21/11/2025,Rohit,Wheat Flour,Grocery,South,Priya,7,800,5600,600,1400,UPI,Delivered
ORD0003,03/05/2025,Muskan,Jeans,Clothing,North,Amit,3,1800,5400,1100,2100,Credit Card,Delivered
ORD0127,30/04/2025,Sneha,T-Shirt,Clothing,East,Neha,6,900,5400,500,2400,UPI,Cancelled
ORD0129,20/04/2025,Anjali,T-Shirt,Clothing,West,Rohit,6,900,5400,500,2400,Credit Card,Delivered
ORD0162,16/07/2025,Meera,Cooking Oil,Grocery,West,Rohit,3,1800,5400,1400,1200,UPI,Delivered
ORD0188,14/11/2025,Aisha,Sugar,Grocery,East,Sneha,9,600,5400,420,1620,Cash,Delivered
ORD0245,02/04/2025,Akash,T-Shirt,Clothing,West,Amit,6,900,5400,500,2400,UPI,Delivered
ORD0288,11/12/2025,Diya,Cooking Oil,Grocery,East,Rohit,3,1800,5400,1400,1200,Credit Card,Pending
ORD0355,08/06/2025,Kavya,T-Shirt,Clothing,East,Arjun,6,900,5400,500,2400,Cash,Delivered
ORD0450,04/06/2025,Palak,Cooking Oil,Grocery,West,Pooja,3,1800,5400,1400,1200,Credit Card,Pending
ORD0478,18/01/2025,Saurabh,Cooking Oil,Grocery,South,Neha,3,1800,5400,1400,1200,UPI,Delivered
ORD0102,28/12/2025,Saurabh,Tea Pack,Grocery,North,Karan,10,500,5000,350,1500,Cash,Delivered
ORD0208,22/09/2025,Khushi,Tea Pack,Grocery,East,Anjali,10,500,5000,350,1500,Credit Card,Pending
ORD0383,23/06/2025,Pooja,Tea Pack,Grocery,South,Priya,10,500,5000,350,1500,Cash,Delivered
ORD0019,01/07/2025,Riya,Rice Bag,Grocery,South,Priya,4,1200,4800,900,1200,Cash,Delivered
ORD0118,23/06/2025,Sanjana,Wheat Flour,Grocery,East,Karan,6,800,4800,600,1200,Cash,Pending
ORD0224,25/04/2025,Ananya,Rice Bag,Grocery,North,Sneha,4,1200,4800,900,1200,Cash,Delivered
ORD0259,10/09/2025,Saurabh,Wheat Flour,Grocery,West,Priya,6,800,4800,600,1200,Credit Card,Delivered
ORD0278,14/12/2025,Aryan,Sugar,Grocery,East,Amit,8,600,4800,420,1440,UPI,Cancelled
ORD0280,02/06/2025,Sneha,Wheat Flour,Grocery,East,Karan,6,800,4800,600,1200,UPI,Delivered
ORD0460,25/06/2025,Arjun,Sugar,Grocery,North,Arjun,8,600,4800,420,1440,Cash,Pending
ORD0029,24/05/2025,Aditi,Keyboard,Electronics,North,Karan,3,1500,4500,1000,1500,Cash,Delivered
ORD0059,22/10/2025,Rahul,T-Shirt,Clothing,North,Karan,5,900,4500,500,2000,Credit Card,Delivered
ORD0105,17/09/2025,Diya,Keyboard,Electronics,South,Neha,3,1500,4500,1000,1500,Cash,Delivered
ORD0186,11/10/2025,Karan,Keyboard,Electronics,East,Priya,3,1500,4500,1000,1500,Cash,Delivered
ORD0212,19/10/2025,Shreya,T-Shirt,Clothing,North,Priya,5,900,4500,500,2000,UPI,Delivered
ORD0231,26/10/2025,Aditi,T-Shirt,Clothing,West,Sneha,5,900,4500,500,2000,UPI,Delivered
ORD0234,05/10/2025,Rahul,Tea Pack,Grocery,South,Neha,9,500,4500,350,1350,Credit Card,Delivered
ORD0294,08/02/2025,Reyansh,T-Shirt,Clothing,West,Pooja,5,900,4500,500,2000,UPI,Delivered
ORD0324,09/12/2025,Riya,T-Shirt,Clothing,North,Rohit,5,900,4500,500,2000,Cash,Delivered
ORD0437,01/03/2025,Ritika,Keyboard,Electronics,South,Anjali,3,1500,4500,1000,1500,Cash,Delivered
ORD0449,17/05/2025,Harsh,Tea Pack,Grocery,East,Pooja,9,500,4500,350,1350,UPI,Delivered
ORD0276,27/11/2025,Vihaan,Hoodie,Clothing,North,Karan,2,2200,4400,1400,1600,Cash,Delivered
ORD0010,16/05/2025,Reyansh,Sugar,Grocery,North,Anjali,7,600,4200,420,1260,UPI,Delivered
ORD0072,19/10/2025,Aditya,Mouse,Electronics,East,Karan,6,700,4200,450,1500,Cash,Delivered
ORD0096,15/09/2025,Nikita,Sugar,Grocery,North,Karan,7,600,4200,420,1260,UPI,Delivered
ORD0106,16/12/2025,Rohit,Sugar,Grocery,East,Neha,7,600,4200,420,1260,Credit Card,Pending
ORD0164,07/09/2025,Neha,Sugar,Grocery,East,Priya,7,600,4200,420,1260,UPI,Cancelled
ORD0235,07/12/2025,Harsh,Sugar,Grocery,East,Priya,7,600,4200,420,1260,Cash,Delivered
ORD0400,22/07/2025,Riya,Sugar,Grocery,North,Arjun,7,600,4200,420,1260,Cash,Pending
ORD0403,01/10/2025,Shreya,Sugar,Grocery,South,Rohit,7,600,4200,420,1260,Credit Card,Delivered
ORD0034,01/02/2025,Mohit,Wheat Flour,Grocery,West,Pooja,5,800,4000,600,1000,Cash,Pending
ORD0158,03/11/2025,Karan,Tea Pack,Grocery,North,Rahul,8,500,4000,350,1200,Cash,Delivered
ORD0296,21/02/2025,Aman,Tea Pack,Grocery,East,Pooja,8,500,4000,350,1200,UPI,Pending
ORD0366,12/06/2025,Diya,Wheat Flour,Grocery,West,Arjun,5,800,4000,600,1000,UPI,Delivered
ORD0005,14/09/2025,Dev,Cooking Oil,Grocery,West,Amit,2,1800,3600,1400,800,UPI,Delivered
ORD0011,23/01/2025,Palak,Sugar,Grocery,West,Anjali,6,600,3600,420,1080,UPI,Delivered
ORD0037,25/03/2025,Aditi,Jeans,Clothing,South,Rahul,2,1800,3600,1100,1400,Credit Card,Delivered
ORD0143,21/04/2025,Harsh,Rice Bag,Grocery,North,Pooja,3,1200,3600,900,900,Credit Card,Delivered
ORD0167,08/11/2025,Kavya,Jeans,Clothing,East,Priya,2,1800,3600,1100,1400,UPI,Cancelled
ORD0182,13/03/2025,Aisha,Cooking Oil,Grocery,East,Pooja,2,1800,3600,1400,800,Cash,Delivered
ORD0194,09/05/2025,Rohan,Sugar,Grocery,West,Pooja,6,600,3600,420,1080,Cash,Delivered
ORD0197,22/03/2025,Aditi,Cooking Oil,Grocery,West,Priya,2,1800,3600,1400,800,Cash,Delivered
ORD0206,02/10/2025,Naina,Rice Bag,Grocery,East,Priya,3,1200,3600,900,900,UPI,Delivered
ORD0243,13/06/2025,Dev,T-Shirt,Clothing,East,Karan,4,900,3600,500,1600,Credit Card,Delivered
ORD0323,18/01/2025,Simran,Cooking Oil,Grocery,North,Rahul,2,1800,3600,1400,800,UPI,Delivered
ORD0333,06/07/2025,Shreya,Cooking Oil,Grocery,South,Rahul,2,1800,3600,1400,800,UPI,Pending
ORD0397,15/09/2025,Avni,T-Shirt,Clothing,East,Anjali,4,900,3600,500,1600,UPI,Delivered
ORD0439,29/06/2025,Aarav,Sugar,Grocery,East,Rahul,6,600,3600,420,1080,Cash,Delivered
ORD0451,27/10/2025,Yash,Cooking Oil,Grocery,East,Karan,2,1800,3600,1400,800,Cash,Delivered
ORD0452,06/09/2025,Pooja,Sugar,Grocery,North,Rohit,6,600,3600,420,1080,Credit Card,Delivered
ORD0456,01/10/2025,Saurabh,Sugar,Grocery,North,Neha,6,600,3600,420,1080,Credit Card,Pending
ORD0121,11/06/2025,Rohan,Tea Pack,Grocery,South,Neha,7,500,3500,350,1050,UPI,Delivered
ORD0163,20/01/2025,Neha,Mouse,Electronics,West,Sneha,5,700,3500,450,1250,Cash,Delivered
ORD0332,15/02/2025,Dev,Tea Pack,Grocery,South,Sneha,7,500,3500,350,1050,Credit Card,Delivered
ORD0479,27/09/2025,Nikhil,Mouse,Electronics,West,Anjali,5,700,3500,450,1250,Credit Card,Delivered
ORD0130,11/12/2025,Naina,Wheat Flour,Grocery,East,Sneha,4,800,3200,600,800,Credit Card,Delivered
ORD0297,29/06/2025,Sanjana,Wheat Flour,Grocery,West,Sneha,4,800,3200,600,800,UPI,Delivered
ORD0336,19/06/2025,Khushi,Wheat Flour,Grocery,East,Neha,4,800,3200,600,800,UPI,Delivered
ORD0009,17/07/2025,Saurabh,Tea Pack,Grocery,South,Priya,6,500,3000,350,900,Credit Card,Pending
ORD0016,24/03/2025,Sneha,Tea Pack,Grocery,West,Neha,6,500,3000,350,900,Credit Card,Delivered
ORD0187,26/06/2025,Vivaan,Keyboard,Electronics,East,Rahul,2,1500,3000,1000,1000,Cash,Delivered
ORD0279,24/06/2025,Isha,Tea Pack,Grocery,South,Arjun,6,500,3000,350,900,Credit Card,Pending
ORD0314,23/07/2025,Mohit,Sugar,Grocery,East,Rohit,5,600,3000,420,900,Cash,Delivered
ORD0337,20/11/2025,Aarav,Keyboard,Electronics,West,Anjali,2,1500,3000,1000,1000,Credit Card,Delivered
ORD0379,06/12/2025,Ritika,Keyboard,Electronics,West,Sneha,2,1500,3000,1000,1000,Credit Card,Delivered
ORD0473,07/07/2025,Palak,Keyboard,Electronics,West,Priya,2,1500,3000,1000,1000,UPI,Delivered
ORD0004,05/03/2025,Ananya,Mouse,Electronics,West,Karan,4,700,2800,450,1000,UPI,Cancelled
ORD0076,17/01/2025,Simran,Shoes,Clothing,East,Priya,1,2800,2800,1800,1000,UPI,Delivered
ORD0195,02/11/2025,Reyansh,Mouse,Electronics,East,Amit,4,700,2800,450,1000,Cash,Cancelled
ORD0198,04/08/2025,Priya,Mouse,Electronics,North,Anjali,4,700,2800,450,1000,Credit Card,Delivered
ORD0263,27/10/2025,Manav,Mouse,Electronics,North,Amit,4,700,2800,450,1000,Credit Card,Delivered
ORD0484,06/08/2025,Shruti,Mouse,Electronics,West,Amit,4,700,2800,450,1000,Credit Card,Delivered
ORD0494,12/12/2025,Aditi,Mouse,Electronics,North,Priya,4,700,2800,450,1000,Credit Card,Pending
ORD0057,16/06/2025,Nikita,T-Shirt,Clothing,East,Rahul,3,900,2700,500,1200,Cash,Delivered
ORD0161,20/05/2025,Aditya,T-Shirt,Clothing,East,Arjun,3,900,2700,500,1200,Credit Card,Delivered
ORD0085,02/11/2025,Priya,Tea Pack,Grocery,East,Amit,5,500,2500,350,750,Credit Card,Delivered
ORD0252,23/08/2025,Ananya,Tea Pack,Grocery,East,Anjali,5,500,2500,350,750,Cash,Pending
ORD0313,24/07/2025,Harsh,Tea Pack,Grocery,South,Arjun,5,500,2500,350,750,UPI,Delivered
ORD0453,24/01/2025,Shreya,Tea Pack,Grocery,South,Amit,5,500,2500,350,750,UPI,Delivered
ORD0006,17/11/2025,Nikhil,Sugar,Grocery,North,Karan,4,600,2400,420,720,Cash,Delivered
ORD0047,11/03/2025,Aditya,Rice Bag,Grocery,East,Rahul,2,1200,2400,900,600,UPI,Cancelled
ORD0354,08/03/2025,Muskan,Sugar,Grocery,North,Karan,4,600,2400,420,720,Credit Card,Delivered
ORD0023,20/02/2025,Palak,Hoodie,Clothing,West,Pooja,1,2200,2200,1400,800,UPI,Pending
ORD0060,29/11/2025,Diya,Hoodie,Clothing,North,Pooja,1,2200,2200,1400,800,Credit Card,Delivered
ORD0020,10/05/2025,Palak,Mouse,Electronics,South,Neha,3,700,2100,450,750,UPI,Delivered
ORD0176,31/03/2025,Simran,Mouse,Electronics,West,Karan,3,700,2100,450,750,UPI,Delivered
ORD0210,06/02/2025,Akash,Mouse,Electronics,East,Amit,3,700,2100,450,750,Credit Card,Delivered
ORD0238,10/01/2025,Aman,Mouse,Electronics,East,Rohit,3,700,2100,450,750,UPI,Delivered
ORD0241,08/03/2025,Dev,Mouse,Electronics,North,Priya,3,700,2100,450,750,Credit Card,Cancelled
ORD0286,03/09/2025,Harsh,Mouse,Electronics,East,Sneha,3,700,2100,450,750,Cash,Delivered
ORD0189,09/01/2025,Tanya,Tea Pack,Grocery,North,Neha,4,500,2000,350,600,Credit Card,Delivered
ORD0292,15/04/2025,Ananya,Tea Pack,Grocery,South,Karan,4,500,2000,350,600,Cash,Delivered
ORD0299,16/07/2025,Siddharth,Tea Pack,Grocery,North,Anjali,4,500,2000,350,600,UPI,Delivered
ORD0496,15/03/2025,Kavya,Tea Pack,Grocery,East,Pooja,4,500,2000,350,600,Credit Card,Delivered
ORD0064,09/06/2025,Aisha,T-Shirt,Clothing,West,Pooja,2,900,1800,500,800,Cash,Delivered
ORD0236,23/12/2025,Sneha,Jeans,Clothing,East,Karan,1,1800,1800,1100,700,UPI,Delivered
ORD0381,03/08/2025,Reyansh,Sugar,Grocery,North,Rahul,3,600,1800,420,540,Cash,Delivered
ORD0412,17/02/2025,Tanya,T-Shirt,Clothing,North,Rahul,2,900,1800,500,800,Cash,Delivered
ORD0427,08/02/2025,Kavya,T-Shirt,Clothing,East,Sneha,2,900,1800,500,800,UPI,Pending
ORD0483,17/06/2025,Shreya,Cooking Oil,Grocery,West,Pooja,1,1800,1800,1400,400,UPI,Delivered
ORD0043,04/12/2025,Arjun,Wheat Flour,Grocery,North,Karan,2,800,1600,600,400,Cash,Delivered
ORD0298,26/12/2025,Manav,Wheat Flour,Grocery,North,Karan,2,800,1600,600,400,Credit Card,Pending
ORD0045,18/11/2025,Rohit,Tea Pack,Grocery,North,Pooja,3,500,1500,350,450,Credit Card,Pending
ORD0183,11/04/2025,Sanjana,Tea Pack,Grocery,North,Sneha,3,500,1500,350,450,Cash,Delivered
ORD0215,26/07/2025,Akash,Tea Pack,Grocery,South,Pooja,3,500,1500,350,450,Credit Card,Pending
ORD0258,16/03/2025,Aisha,Tea Pack,Grocery,South,Anjali,3,500,1500,350,450,Cash,Delivered
ORD0326,10/02/2025,Tanya,Keyboard,Electronics,East,Anjali,1,1500,1500,1000,500,Credit Card,Delivered
ORD0376,21/06/2025,Vivaan,Keyboard,Electronics,South,Neha,1,1500,1500,1000,500,UPI,Delivered
ORD0201,06/09/2025,Isha,Mouse,Electronics,North,Arjun,2,700,1400,450,500,Credit Card,Pending
ORD0485,09/01/2025,Aman,Mouse,Electronics,North,Anjali,2,700,1400,450,500,UPI,Delivered
ORD0075,25/05/2025,Palak,Rice Bag,Grocery,North,Sneha,1,1200,1200,900,300,Cash,Delivered
ORD0131,31/01/2025,Akash,Sugar,Grocery,North,Arjun,2,600,1200,420,360,Credit Card,Delivered
ORD0170,04/10/2025,Krish,Rice Bag,Grocery,East,Neha,1,1200,1200,900,300,Cash,Pending
